57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
9.37968	103.987	567.013
10.5602	102.963	573.821
18.2841	88.6283	599.843
45.6612	79.5276	619.991
61.7347	66.2462	645.952
78.5954	55.1753	664.21
7.40731	100.5	567.921
4.9572	93.2571	575.509
57.8927	102.543	442.191
61.7475	114.606	460.389
67.317	128.505	479.582
73.6128	144.445	513.483
82.0916	153.381	541.065
76.6792	154.73	544.975
65.9773	151.454	553.543
56.2344	147.016	559.011
27.0004	131.804	561.86
14.8303	116.184	561.778
